forma_grega,strongs,abrev_morf,morfologia,pt,traducao,tipo,prioridade,achado,sugestao
ἐγέρθητι,1453,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,és levantado,"tu és levantado, és despertado",passiva_a_confirmar,revisar,"'V-AMP-2S' é passiva, porém a passiva não está explícita em 'és levantado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
Ἐγέρθητε,1453,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,sois levantado,"vós sois levantado, sois despertado",passiva_a_confirmar,revisar,"'V-AMP-2P' é passiva, porém a passiva não está explícita em 'sois levantado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐγκαλεῖσθαι,1458,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,acusar,"acusar, cobrar, chamar a atenção",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'acusar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐγκόπτεσθαι,1465,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,impedir,"impedir, cortar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'impedir'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐξεκαύθησαν,1572,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram acendido,"eles(as) foram acendido, foram inflamado, foram queimado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram acendido'.,Revisar o número do particípio; provável forma plural: 'acendidos'.
ἐκλυθήσονται,1590,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão desmaiado,"eles(as) serão desmaiado, serão cansado, serão desanimado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão desmaiado'.,Revisar o número do particípio; provável forma plural: 'desmaiados'.
ἐκλυθῶσιν,1590,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam desmaiado,"eles(as) sejam desmaiado, sejam cansado, sejam desanimado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam desmaiado'.,Revisar o número do particípio; provável forma plural: 'desmaiados'.
ἐκπλήσσεσθαι,1605,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,surpreender,"surpreender, ficar impressionado com o espanto.",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'surpreender'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐξεπλάγησαν,1605,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram surpreendido,"eles(as) foram surpreendido, foram ficado impressionado com o espanto.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram surpreendido'.,Revisar o número do particípio; provável forma plural: 'surpreendidos'.
Ἐκριζώθητι,1610,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,és desenraizado,"tu és desenraizado, és erradicado",passiva_a_confirmar,revisar,"'V-AMP-2S' é passiva, porém a passiva não está explícita em 'és desenraizado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐκτραπήσονται,1624,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão desviado,"eles(as) serão desviado, serão evitado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão desviado'.,Revisar o número do particípio; provável forma plural: 'desviados'.
ἐξεχύθησαν,1632,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram derramado,eles(as) foram derramado,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram derramado'.,Revisar o número do particípio; provável forma plural: 'derramados'.
ἐλεηθήσονται,1653,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,alcançarão misericórdia,eles(as) alcançarão misericórdia,passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, porém a passiva não está explícita em 'alcançarão misericórdia'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἠλεήθημεν,1653,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos tido misericórdia,"nós fomos tido misericórdia, fomos mostrado compaixão, fomos sido misericordioso.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fomos tido'.,Revisar o número do particípio; provável forma plural: 'tidos'.
ἐμφανισθῆναι,1718,V-ANP,Verbo - Aoristo Infinitivo Passiva,tornar manifesto,"tornar manifesto, revelar, mostrar, declarar",passiva_a_confirmar,revisar,"'V-ANP' é passiva, porém a passiva não está explícita em 'tornar manifesto'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐνεφανίσθησαν,1718,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram tornado manifesto,"eles(as) foram tornado manifesto, foram revelado, foram mostrado, foram declarado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram tornado'.,Revisar o número do particípio; provável forma plural: 'tornados'.
ἐνυπνιασθήσονται,1797,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão sonhado,eles(as) serão sonhado,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão sonhado'.,Revisar o número do particípio; provável forma plural: 'sonhados'.
ἐξαλειφθῆναι,1813,V-ANP,Verbo - Aoristo Infinitivo Passiva,eliminar,"eliminar, apagar, obliterar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'eliminar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
ἐξαπορηθῆναι,1820,V-ANP,Verbo - Aoristo Infinitivo Passiva,estar totalmente perdido,"estar totalmente perdido, estar em desespero",passiva_a_confirmar,revisar,"'V-ANP' é passiva, porém a passiva não está explícita em 'estar totalmente perdido'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐπηγγείλαντο,1861,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram prometido,"eles(as) foram prometido, foram proclamado, foram anunciado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram prometido'.,Revisar o número do particípio; provável forma plural: 'prometidos'.
ἐπαισχυνθῇς,1870,V-ASP-2S,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Singular,sejas tido vergonha,"tu sejas tido vergonha, sejas sentido vergonha",passiva_a_confirmar,revisar,"'V-ASP-2S' é passiva, porém a passiva não está explícita em 'sejas tido vergonha'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐπανέρχεσθαί,1880,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,voltar,voltar,media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'voltar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐπικαλεῖσθαι,1941,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,chamar,"chamar, invocar, apelar, nomear",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'chamar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐπικεῖσθαι,1945,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,deitar,"deitar, ser imposto, pressionar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'deitar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
Ἐπιμελήθητι,1959,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,és cuidado,tu és cuidado,passiva_a_confirmar,revisar,"'V-AMP-2S' é passiva, porém a passiva não está explícita em 'és cuidado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐπισκέπτεσθαι,1980,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,visitar,"visitar, cuidar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'visitar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐπεστράφητε,1994,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes virado,"vós fostes virado, fostes voltado, fostes voltado atrás, fostes convertido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fostes virado'.,Revisar o número do particípio; provável forma plural: 'virados'.
ἐπιστραφήτω,1994,V-AMP-3S,Verbo - Aoristo Imperativo Passiva - 3ª Pessoa Singular,retorne,"ele(a) sê convertido(a), retorne",passiva_a_confirmar,revisar,"'V-AMP-3S' é passiva, porém a passiva não está explícita em 'retorne'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐπισυναχθήσονται,1996,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão reunido,eles(as) serão reunido,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão reunido'.,Revisar o número do particípio; provável forma plural: 'reunidos'.
ἐπιτελεῖσθαι,2005,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,completar,"completar, realizar, aperfeiçoar, terminar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'completar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐρρέθησαν,2046,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram dito,"eles(as) foram dito, foram falado, foram contado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram dito'.,Revisar o número do particípio; provável forma plural: 'ditos'.
εὐοδοῦσθαι,2137,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,prosperar,"prosperar, ter sucesso, ter uma boa jornada",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'prosperar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
εὑρέθημεν,2147,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos encontrado,"nós fomos encontrado, fomos descoberto, obtivemos",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fomos encontrado'.,Revisar o número do particípio; provável forma plural: 'encontrados'.
εὑρεθησόμεθα,2147,V-FIP-1P,Verbo - Futuro Indicativo Passiva - 1ª Pessoa Plural,seremos encontrado,"nós seremos encontrado, seremos descoberto, seremos obtido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'seremos encontrado'.,Revisar o número do particípio; provável forma plural: 'encontrados'.
εὑρεθῆναι,2147,V-ANP,Verbo - Aoristo Infinitivo Passiva,encontrar,"encontrar, descobrir, obter",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'encontrar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
εὑρεθῆτε,2147,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais encontrado,"vós sejais encontrado, sejais descoberto, sejais obtido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais encontrado'.,Revisar o número do particípio; provável forma plural: 'encontrados'.
εὑρεθῶσιν,2147,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam encontrado,"eles(as) sejam encontrado, sejam descoberto, sejam obtido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam encontrado'.,Revisar o número do particípio; provável forma plural: 'encontrados'.
εὐφράνθητι,2165,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,és alegrado,tu és alegrado,passiva_a_confirmar,revisar,"'V-AMP-2S' é passiva, porém a passiva não está explícita em 'és alegrado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
εὐφραίνεσθαι,2165,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,alegrar,alegrar,media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'alegrar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
εὐφρανθῆναι,2165,V-ANP,Verbo - Aoristo Infinitivo Passiva,alegrar,alegrar,passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'alegrar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
εὐφρανθῶμεν,2165,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos alegrado,nós sejamos alegrado,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejamos alegrado'.,Revisar o número do particípio; provável forma plural: 'alegrados'.
ζημιωθῆναι,2210,V-ANP,Verbo - Aoristo Infinitivo Passiva,sofrer perdas,"sofrer perdas, perder, ser punido, sofrer danos",passiva_a_confirmar,revisar,"'V-ANP' é passiva, porém a passiva não está explícita em 'sofrer perdas'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ζημιωθῆτε,2210,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais sofrido perdas,"vós sejais sofrido perdas, sejais perdido, sejais sido punido, sejais sofrido danos",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais sofrido'.,Revisar o número do particípio; provável forma plural: 'sofridos'.
ζωοποιηθήσονται,2227,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão tornado vivo,"eles(as) serão tornado vivo, serão dado vida, serão acelerado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão tornado'.,Revisar o número do particípio; provável forma plural: 'tornados'.
ἡγεῖσθαι,2233,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,liderar,"liderar, considerar, pensar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'liderar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
