forma_grega,strongs,abrev_morf,morfologia,pt,traducao,tipo,prioridade,achado,sugestao
φανερωθῶσιν,5319,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam tornado manifesto,"eles(as) sejam tornado manifesto, sejam revelado, sejam dado a conhecer, sejam mostrado abertamente.",construcao_inadequada,alta,Particípio de 'tornar' sem concordância ou construção adequada.,"Usar 'tornados/tornadas' quando for passiva real, ou reescrever como 'tornaram-se'/'passaram a ser'."
ἐφανερώθησαν,5319,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram tornado manifesto,"eles(as) foram tornado manifesto, foram revelado, foram dado a conhecer, foram mostrado abertamente.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram tornado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐφανερώθησαν,5319,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram tornado manifesto,"eles(as) foram tornado manifesto, foram revelado, foram dado a conhecer, foram mostrado abertamente.",construcao_inadequada,alta,Particípio de 'tornar' sem concordância ou construção adequada.,"Usar 'tornados/tornadas' quando for passiva real, ou reescrever como 'tornaram-se'/'passaram a ser'."
φέρεσθαι,5342,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,suportar,"suportar, carregar, trazer, liderar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'suportar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
φθέγγεσθαι,5350,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,falar,"falar, proferir, proclamar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'falar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
φοβηθῇς,5399,V-ASP-2S,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Singular,temas,"tu sejas temido, sejas tido medo, reverência",passiva_a_confirmar,revisar,"'V-ASP-2S' é passiva, mas a passiva não está explícita em 'temas'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐφυσιώθησάν,5448,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram inchado,"eles(as) foram inchado, foram inflado, foram orgulhado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram inchado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
φωνηθῆναι,5455,V-ANP,Verbo - Aoristo Infinitivo Passiva,chamar,"chamar, gritar, falar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'chamar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
χαρίζεσθαί,5483,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,conceder,"conceder, dar livremente, perdoar, mostrar favor",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'conceder'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
χαρισθῆναι,5483,V-ANP,Verbo - Aoristo Infinitivo Passiva,conceder,"conceder, dar livremente, perdoar, mostrar favor",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'conceder'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
χορτάζεσθαι,5526,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,alimentar,"alimentar, preencher, satisfazer",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'alimentar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
χωρισθῆναι,5563,V-ANP,Verbo - Aoristo Infinitivo Passiva,separar,"separar, dividir, partir",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'separar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
ὠφελήθησαν,5623,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram beneficiado,"eles(as) foram beneficiado, foram lucrado, foram ajudado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram beneficiado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
SEM NÚMERO DE OCORRÊNCIAS,,,,,,pt_vazio,alta,Campo 'pt' está vazio.,Informe uma glossa portuguesa.
ἀφέθησαν,863,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram mandado embora,"eles(as) foram mandado embora, foram partido, foram perdoado, foram permitido, foram abandonado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram mandado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
L,,,,,,pt_vazio,alta,Campo 'pt' está vazio.,Informe uma glossa portuguesa.
λογίζεσθαι,3049,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,calcular,"calcular, considerar, contabilizar, pensar, imputar.",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'calcular'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
M,,,,,,pt_vazio,alta,Campo 'pt' está vazio.,Informe uma glossa portuguesa.
μνησθῶ,3403,V-ASP-1S,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Singular,lembre,"eu seja lembrado, seja estado atento",passiva_a_confirmar,revisar,"'V-ASP-1S' é passiva, mas a passiva não está explícita em 'lembre'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
N,,,,,,pt_vazio,alta,Campo 'pt' está vazio.,Informe uma glossa portuguesa.
τηρεῖσθαι,5083,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,manter,"manter, guardar, observar, zelar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'manter'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἀνιστάμενος,450,V-PMP-NMS,Verbo -,levantar,"levantar, subir, levantar-se, ressuscitar",passiva_sem_marca,alta,"'V-PMP-NMS' é passiva, mas 'pt' está em infinitivo ativo: 'levantar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
ἀπειθοῦντα,544,V-PAP-AMS,Verbo -,desobedeça,"desobedeça, seja desobediente, recuse-se a acreditar",passiva_a_confirmar,revisar,"'V-PAP-AMS' é passiva, mas a passiva não está explícita em 'desobedeça'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἀποδιδοὺς,591,V-PAP-NMS,Verbo -,retribuir,"retribuir, devolver, render",passiva_sem_marca,alta,"'V-PAP-NMS' é passiva, mas 'pt' está em infinitivo ativo: 'retribuir'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
ἀποκτένεσθαι,615,V-PNP,Verbo - Presente Infinitivo Passiva,matar,"matar, assassinar, condenar à morte",passiva_sem_marca,alta,"'V-PNP' é passiva, mas 'pt' está em infinitivo ativo: 'matar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
ἀρξάμενον,756,V-AMP-ANS,Verbo - Aoristo Particípio Média - Acusativo Neutro Singular,tendo começado,tendo começado,passiva_a_confirmar,revisar,"'V-AMP-ANS' é passiva, mas a passiva não está explícita em 'tendo começado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
γεγενῆσθαι,1096,V-RNP,Verbo - Perfeito Infinitivo Passiva,ser feito,"tornar-se, vir a ser, acontecer, ser feito",passiva_a_confirmar,revisar,"'V-RNP' é passiva, mas a passiva não está explícita em 'ser feito'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
διαπορεῖσθαι,1280,V-PNP,Verbo - Presente Infinitivo Passiva,estar perplexo,"estar perplexo, estar em dúvida, estar perdido",passiva_a_confirmar,revisar,"'V-PNP' é passiva, mas a passiva não está explícita em 'estar perplexo'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
διαταξάμενός,1299,V-AMP-NMS,Verbo -,organizar,"organizar, ordenar, comandar, dirigir",passiva_sem_marca,alta,"'V-AMP-NMS' é passiva, mas 'pt' está em infinitivo ativo: 'organizar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
διεδίδοτο,1239,V-IIP-3S,Verbo - Imperfeito Indicativo Passiva - 3ª Pessoa Singular,era distribuído,"ele(a) era distribuído, era dividido entre.",passiva_a_confirmar,revisar,"'V-IIP-3S' é passiva, mas a passiva não está explícita em 'era distribuído'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
διερρήγνυτο,1284,V-IIP-3S,Verbo - Imperfeito Indicativo Passiva - 3ª Pessoa Singular,era rasgado(a),"ele(a) era rasgado, era estourado",passiva_a_confirmar,revisar,"'V-IIP-3S' é passiva, mas a passiva não está explícita em 'era rasgado(a)'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
διηγείρετο,1326,V-IIP-3S,Verbo - Imperfeito Indicativo Passiva - 3ª Pessoa Singular,era despertado(a),"ele(a) era despertado, era agitado",passiva_a_confirmar,revisar,"'V-IIP-3S' é passiva, mas a passiva não está explícita em 'era despertado(a)'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
διορυγῆναι,1358,V-ANP,Verbo - Aoristo Infinitivo Passiva,cavar,"cavar, romper",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'cavar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
ἐγκόπτω,1465,V-PNP,Verbo - Presente Infinitivo Passiva,impedir,"impedir, cortar",passiva_sem_marca,alta,"'V-PNP' é passiva, mas 'pt' está em infinitivo ativo: 'impedir'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
ἐδεσμεῖτο,1196,V-IIP-3S,Verbo - Imperfeito Indicativo Passiva - 3ª Pessoa Singular,era amarrado,"ele(a) era amarrado, era prendido",passiva_a_confirmar,revisar,"'V-IIP-3S' é passiva, mas a passiva não está explícita em 'era amarrado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐκδέχεται,1551,V-PIM/P-3S,Verbo - Presente Indicativo Média ou Passiva - 3ª Pessoa Singular,esperar,"esperar, procurar",media_passiva_ambigua,revisar,'V-PIM/P-3S' é média ou passiva e 'pt' é infinitivo ativo: 'esperar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐλεηθῶσιν,1653,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam tido misericórdia,"eles(as) sejam tido misericórdia, sejam mostrado compaixão, sejam sido misericordioso.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam tido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐλιθάσθησαν,3034,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram apedrejado,"eles(as) foram apedrejado, foram atirado pedras",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram apedrejado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐλογίσθημεν,3049,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos calculado,"nós fomos calculado, fomos considerado, fomos contabilizado, fomos pensado, fomos imputado.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fomos calculado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐνεδυναμώθησαν,1743,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram capacitado,"eles(as) foram capacitado, foram fortalecido, foram tornado forte",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram capacitado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐνεχθῆναι,5342,V-ANP,Verbo - Aoristo Infinitivo Passiva,suportar,"suportar, carregar, trazer, liderar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'suportar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
ἐξεκόπης,1581,V-APP-2S,Verbo - Aoristo Particípio Ativa,tendo cortado,"tendo cortado, tendo removido",passiva_a_confirmar,revisar,"'V-APP-2S' é passiva, mas a passiva não está explícita em 'tendo cortado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐξεχεῖτο,1632,V-IIP-3S,Verbo - Imperfeito Indicativo Passiva - 3ª Pessoa Singular,era derramado,ele(a) era derramado,passiva_a_confirmar,revisar,"'V-IIP-3S' é passiva, mas a passiva não está explícita em 'era derramado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐπερχομέναις,1904,V-PNP-DPF,Verbo - Presente Particípio Média - Dativo Feminino Plural,chegando,"chegando, ultrapassando, aproximando",passiva_a_confirmar,revisar,"'V-PNP-DPF' é passiva, mas a passiva não está explícita em 'chegando'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐπιστραφῶσιν,1994,V-ASP-3P,Verbo - Aoristo Particípio Ativa,tendo virado,"tendo virado, tendo voltado, tendo voltado atrás, tendo convertido",passiva_a_confirmar,revisar,"'V-ASP-3P' é passiva, mas a passiva não está explícita em 'tendo virado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐπιφέρεσθαι,2018,V-PNP,Verbo - Presente Infinitivo Passiva,trazer,"trazer, infligir, impor",passiva_sem_marca,alta,"'V-PNP' é passiva, mas 'pt' está em infinitivo ativo: 'trazer'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
ἐπωρώθησαν,4456,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram endurecido,"eles(as) foram endurecido, foram tornado insensível",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram endurecido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἑρμηνευόμενον,2059,V-PPP-NNS,Verbo -,interpretar,"interpretar, traduzir, explicar",passiva_sem_marca,alta,"'V-PPP-NNS' é passiva, mas 'pt' está em infinitivo ativo: 'interpretar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
ἐρρήθησαν,2046,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram dito,"eles(as) foram dito, foram falado, foram contado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram dito'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐσώθημεν,4982,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos salvado,"nós fomos salvado, fomos resgatado, fomos libertado, fomos curado, fomos preservado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fomos salvado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
εὐλογημένοι,2127,V-RPP-NMP,Verbo -,abençoar,"abençoar, louvar, falar bem de",passiva_sem_marca,alta,"'V-RPP-NMP' é passiva, mas 'pt' está em infinitivo ativo: 'abençoar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
εὑρίσκετο,2147,V-IIP-3S,Verbo - Imperfeito Indicativo Passiva - 3ª Pessoa Singular,era encontrado,"ele(a) era encontrado, era descoberto, era obtido",passiva_a_confirmar,revisar,"'V-IIP-3S' é passiva, mas a passiva não está explícita em 'era encontrado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
εὐφρανθήσονται,2165,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão alegrado,eles(as) serão alegrado,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão alegrado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
εὐφράνθητε,2165,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,sois alegrado,vós sois alegrado,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sois alegrado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἡγιασμένη,37,V-RPP-NFS,Verbo -,santificar,"santificar, tornar santo, consagrar, separar",passiva_sem_marca,alta,"'V-RPP-NFS' é passiva, mas 'pt' está em infinitivo ativo: 'santificar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
ἡττήθητε,2274,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes sido derrotado,"vós fostes sido derrotado, fostes sido inferior, fostes sido superado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fostes sido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἤχθημεν,71,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos liderado,"nós fomos liderado, fomos trazido, fomos carregado, fomos guiado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fomos liderado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἠχρειώθησαν,889,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram tornado inútil,eles(as) foram tornado inútil,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram tornado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἠχρειώθησαν,889,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram tornado inútil,eles(as) foram tornado inútil,construcao_inadequada,alta,Particípio de 'tornar' sem concordância ou construção adequada.,"Usar 'tornados/tornadas' quando for passiva real, ou reescrever como 'tornaram-se'/'passaram a ser'."
ἱερουργοῦντα,2418,V-PAP-AMS,Verbo -,ministrar coisas sagradas,"ministrar coisas sagradas, realizar ritos sagrados",passiva_a_confirmar,revisar,"'V-PAP-AMS' é passiva, mas a passiva não está explícita em 'ministrar coisas sagradas'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
καταξιωθῆτε,2661,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais considerado digno,vós sejais considerado digno,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais considerado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
καταφθαρήσονται,2704,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão corrompido,"eles(as) serão corrompido, serão destruído, serão arruinado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão corrompido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
κατηραμένοι,2672,V-RPP-NMP,Verbo -,amaldiçoar,"amaldiçoar, invocar o mal sobre",passiva_sem_marca,alta,"'V-RPP-NMP' é passiva, mas 'pt' está em infinitivo ativo: 'amaldiçoar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
κατηργήθημεν,2673,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos abolido,"nós fomos abolido, fomos anulado, fomos tornado ineficaz, fomos posto fim",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fomos abolido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
κατηρτισμένα,2675,V-RPP-ANP,Verbo -,restaurar,"restaurar, equipar, aperfeiçoar, preparar, consertar",passiva_sem_marca,alta,"'V-RPP-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'restaurar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
κληθέντος,2564,V-APP-GMS,Verbo -,chamar,"chamar, nomear, convidar",passiva_sem_marca,alta,"'V-APP-GMS' é passiva, mas 'pt' está em infinitivo ativo: 'chamar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
κολλώμενοι,2853,V-PPP-NMP,Verbo -,unir,"unir, aderir",passiva_sem_marca,alta,"'V-PPP-NMP' é passiva, mas 'pt' está em infinitivo ativo: 'unir'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
κομιούμενοι,2865,V-FDP-NMP,Verbo -,receber,"receber, trazer, carregar, recuperar",passiva_sem_marca,alta,"'V-FDP-NMP' é passiva, mas 'pt' está em infinitivo ativo: 'receber'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
λαλήσαντος,2980,V-AAP-GMS,Verbo -,falar,"falar, proferir",passiva_sem_marca,alta,"'V-AAP-GMS' é passiva, mas 'pt' está em infinitivo ativo: 'falar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
λιθοβολεῖσθαι,3036,V-PNP,Verbo - Presente Infinitivo Passiva,apedrejar,"apedrejar, atirar pedras",passiva_sem_marca,alta,"'V-PNP' é passiva, mas 'pt' está em infinitivo ativo: 'apedrejar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
μεταδιδούς,3330,V-PAP-NMS,Verbo -,compartilhar,"compartilhar, transmitir, dar",passiva_sem_marca,alta,"'V-PAP-NMS' é passiva, mas 'pt' está em infinitivo ativo: 'compartilhar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
μεταμορφοῦσθαι,3339,V-PNP,Verbo - Presente Infinitivo Passiva,transformar,"transformar, mudar de forma",passiva_sem_marca,alta,"'V-PNP' é passiva, mas 'pt' está em infinitivo ativo: 'transformar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
μεταστραφήτω,3344,V-AMP-3S,Verbo - Aoristo Imperativo Passiva,mudar,"mudar, alterar, perverter, transformar",passiva_sem_marca,alta,"'V-AMP-3S' é passiva, mas 'pt' está em infinitivo ativo: 'mudar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
ὀνειδιζόμεθα,3679,V-PPI-1P,Verbo - Presente Indicativo Passiva - 1ª Pessoa Plural,somos censurado,"nós somos censurado, somos insultado, somos insultado ou repreender.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'somos censurado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
παρεδίδοτο,3860,V-IIP-3S,Verbo - Imperfeito Indicativo Passiva - 3ª Pessoa Singular,era entregado,"ele(a) era entregado, era traído, era confiado",passiva_a_confirmar,revisar,"'V-IIP-3S' é passiva, mas a passiva não está explícita em 'era entregado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
πεινῶντα,3983,V-PAP-AMS,Verbo -,ter fome,ter fome,passiva_a_confirmar,revisar,"'V-PAP-AMS' é passiva, mas a passiva não está explícita em 'ter fome'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
πεπραμένος,4097,V-RPP-NMS,Verbo -,vender,"vender, ser vendido",passiva_sem_marca,alta,"'V-RPP-NMS' é passiva, mas 'pt' está em infinitivo ativo: 'vender'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
πορευόμεναι,4198,V-PNP-NFP,Verbo - Presente Particípio - Nominativo Feminino Plural,indo,"indo, prosseguindo, viajando",passiva_a_confirmar,revisar,"'V-PNP-NFP' é passiva, mas a passiva não está explícita em 'indo'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
προϊστάμενος,4291,V-PMP-NMS,Verbo -,liderar,"liderar, gerenciar, governar, cuidar",passiva_sem_marca,alta,"'V-PMP-NMS' é passiva, mas 'pt' está em infinitivo ativo: 'liderar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
προνοούμενοι,4306,V-PMP-NMP,Verbo -,prever,"prever, pensar",passiva_sem_marca,alta,"'V-PMP-NMP' é passiva, mas 'pt' está em infinitivo ativo: 'prever'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
συγκατατεθειμένος,4784,V-RNP-NMS,Verbo - Perfeito Particípio - Nominativo Masculino Singular,tendo concordado com,"tendo concordado com, tendo consentido, tendo assentido",passiva_a_confirmar,revisar,"'V-RNP-NMS' é passiva, mas a passiva não está explícita em 'tendo concordado com'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
συνδοξασθῶμεν,4888,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos glorificado juntos,"nós sejamos glorificado juntos, sejamos compartilhado a glória",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejamos glorificado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
συνεπιμαρτυροῦντος,4901,V-PAP-GMS,Verbo -,testificar com,"testificar com, confirmar, testemunhar juntos",passiva_a_confirmar,revisar,"'V-PAP-GMS' é passiva, mas a passiva não está explícita em 'testificar com'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
συστρέψαντος,4962,V-AAP-GMS,Verbo -,torcer junto,"torcer junto, juntar, enrolar",passiva_a_confirmar,revisar,"'V-AAP-GMS' é passiva, mas a passiva não está explícita em 'torcer junto'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
τεταγμέναι,5021,V-RPP-NFP,Verbo -,arranjar,"arranjar, nomear, ordenar",passiva_sem_marca,alta,"'V-RPP-NFP' é passiva, mas 'pt' está em infinitivo ativo: 'arranjar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
ὑπετάγη,5293,V-APP-3S,Verbo - Aoristo Particípio Ativa,tendo sujeitado,"tendo sujeitado, tendo subordinado, tendo submetido, tendo estado sob obediência",passiva_a_confirmar,revisar,"'V-APP-3S' é passiva, mas a passiva não está explícita em 'tendo sujeitado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ὑπετάγησαν,5293,V-APP-3P,Verbo - Aoristo Particípio Ativa,tendo sujeitado,"tendo sujeitado, tendo subordinado, tendo submetido, tendo estado sob obediência",passiva_a_confirmar,revisar,"'V-APP-3P' é passiva, mas a passiva não está explícita em 'tendo sujeitado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
χρονίζοντος,5549,V-PAP-GMS,Verbo -,atrasar,"atrasar, demorar",passiva_sem_marca,alta,"'V-PAP-GMS' é passiva, mas 'pt' está em infinitivo ativo: 'atrasar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
